id,title,authors,year,venue,search_strings
556,RNAseq-Based Machine Learning Models for Prognostication of Multiple Myeloma,Krish Shah -; Kaina A. Millan; Anna Puła; Tadeusz Kubicki; Joseph Cannova; Sulin Wu; Manoj Bhagwat; Quincy C. Guenther; Jennifer H. Cooperrider; Gregory W. Roloff; Aarti Venkat; Benjamin A. Derman; Andrzej Jakubowiak; Michael W. Drazer,2025,medRxiv,String C
557,Bayesian statistics and modelling,Rens van de Schoot; Sarah Depaoli; Ruth King; Bianca Kramer; Kaspar Märtens; Mahlet G. Tadesse; Marina Vannucci; Andrew Gelman; Duco Veen; Joukje E. Willemsen; Christopher Yau,2021,Nature Reviews Methods Primers,String C
558,Advances in epigenetics link genetics to the environment and disease,Giacomo Cavalli; Édith Heard,2019,Nature,String C
559,Genome-wide association studies,Emil Uffelmann; Qin Qin Huang; Nchangwi Syntia Munung; Jantina de Vries; Yukinori Okada; Alicia R. Martin; Hilary C. Martin; Tuuli Lappalainen; Daniëlle Posthuma,2021,Nature Reviews Methods Primers,String C
560,Radiomics: the facts and the challenges of image analysis,Stefania Rizzo; Francesca Botta; Sara Raimondi; Daniela Origgi; Cristiana Fanciullo; A.G. Morganti; Massimo Bellomi,2018,European Radiology Experimental,String C
561,Feature Selection and Comparative Analysis of Breast Cancer Prediction Using Clinical Data and Histopathological Whole Slide Images,Sarfaraz Ahmed Mohammed; Senuka Abeysinghe; Anca Ralescu,2023,Advances in Artificial Intelligence and Machine Learning,String C
562,Small But Mighty: The Use of Real‐World Evidence to Inform Precision Medicine,Rebecca A. Miksad; Meghna Samant; Somnath Sarkar; Amy P. Abernethy,2019,Clinical Pharmacology & Therapeutics,String C
563,Advancing breast cancer prediction using blockchain-secured hybrid genetic algorithm,Monu Bhagat; Ujjwal Maulik,2025,Computers in Biology and Medicine,String C
564,Cells of the adult human heart,Monika Litviňuková; Carlos Talavera‐López; Henrike Maatz; Daniel Reichart; Catherine L. Worth; Eric L. Lindberg; Masatoshi Kanda; Krzysztof Polański; Matthias Heinig; Michael Lee; Emily R. Nadelmann; Kenny Roberts; Elizabeth Tuck; Eirini S. Fasouli; Daniel M. DeLaughter; Barbara McDonough; Hiroko Wakimoto; Joshua Gorham; Sara Samari; Krishnaa T. Mahbubani; Kourosh Saeb‐Parsy; Giannino Patone; Joseph J. Boyle; Hongbo Zhang; Hao Zhang; Anissa Viveiros; Gavin Y. Oudit; Omer Ali Bayraktar; Jonathan G. Seidman; Christine E. Seidman; Michela Noseda; Norbert Hübner; Sarah A. Teichmann,2020,Nature,String C
565,Integration of RNA Editing into Multiomics Machine Learning Models for Predicting Drug Responses in Breast Cancer Patients,Yanara A Bernal; A. Blanco; Karen Oróstica; Iris María ZEVALLOS DELGADO; Ricardo Armisén,2026,Biomedicines,String C
566,Identification of bioactive metabolites using activity metabolomics,Markus M. Rinschen; Julijana Ivanišević; Martin Giera; Gary Siuzdak,2019,Nature Reviews Molecular Cell Biology,String C
567,Network intrusion detection system: A systematic study of machine learning and deep learning approaches,Zeeshan Ahmad; Adnan Shahid Khan; Cheah Wai Shiang; Johari Abdullah; Farhan Ahmad,2020,Transactions on Emerging Telecommunications Technologies,String C
568,Computer-Aided Pathologic Diagnosis of Nasopharyngeal Carcinoma Based on Deep Learning,Songhui Diao; Jiaxin Hou; Hong Yu; Xia Zhao; Yi-Kang Sun; R. Lambo; Yaoqin Xie; Lei Liu; Wenjian Qin; Weiren Luo,2020,American Journal Of Pathology,String C
569,CT-based radiomics and deep learning to predict EGFR mutation status in lung adenocarcinoma,Xingzhi Jiang; Qian Sun; Can Wang; Wei Li; Wang Chen; Juan Xu; Lei Yu,2025,Frontiers in Oncology,String C
570,Radiomics in medical imaging—“how-to” guide and critical reflection,Janita E. van Timmeren; D. Cester; Stephanie Tanadini‐Lang; Hatem Alkadhi; Bettina Baeßler,2020,Insights into Imaging,String C
571,Machine learning-based integration develops an immune-derived lncRNA signature for improving outcomes in colorectal cancer,Zaoqu Liu; Long Liu; Siyuan Weng; Chunguang Guo; Qin Dang; Hui Xu; Libo Wang; Taoyuan Lu; Yuyuan Zhang; Zhenqiang Sun; Xinwei Han,2022,Nature Communications,String C
572,Radiomics-based machine learning models for predicting genomic alterations in metastatic prostate cancer using PSMA PET imaging: a pilot study,Anna Scavuzzo; Giovanni Pasini; Osvaldo G. Perez; Miguel A. Jimenez Rios; Marina Arenas Hernández; Roberto Pedrero-Piedras; Maria Delia Pérez Montiel; Nora Sobrevilla Moreno; Giorgio Russo; Alessandro Stefano,2025,EJNMMI Reports,String C
573,Test case generation method based on particle swarm optimization algorithm,Ke Wang; Yi Zhu; Guorui Li; Junjie Wang; Ziyang Liu,2023,,String C
574,Eleven grand challenges in single-cell data science,David Lähnemann; Johannes Köster; Ewa Szczurek; Davis J. McCarthy; Stephanie C. Hicks; Mark D. Robinson; Catalina A. Vallejos; Kieran R. Campbell; Niko Beerenwinkel; Ahmed Mahfouz; Luca Pinello; Pavel Skums; Alexandros Stamatakis; Camille Stephan‐Otto Attolini; Samuel Aparício; Jasmijn A. Baaijens; Marleen Balvert; Buys de Barbanson; Antonio Cappuccio; Giacomo Corleone; Bas E. Dutilh; Maria Florescu; Victor Guryev; Rens Holmer; Katharina Jahn; Thamar Jessurun Lobo; Emma M Keizer; Indu Khatri; Szymon M. Kiełbasa; Jan O. Korbel; Alexey M. Kozlov; Tzu-Hao Kuo; Boudewijn P. F. Lelieveldt; Ion Măndoiu; John C. Marioni; Tobias Marschall; Felix Mölder; Amir Niknejad; Alicja Rączkowska; Marcel Reinders; Jeroen de Ridder; Antoine-Emmanuel Saliba; Antonios Somarakis; Oliver Stegle; Fabian J. Theis; Huan Yang; Alex Zelikovsky; Alice C. McHardy; Benjamin J. Raphael; Sohrab P. Shah; Alexander Schönhuth,2020,Genome biology,String C
575,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,Colin F. Camerer; Anna Dreber; Felix Holzmeister; Teck‐Hua Ho; Jürgen Huber; Magnus Johannesson; Michael Kirchler; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Adam Altmejd; Nick Buttrick; Taizan Chan; Yiling Chen; Eskil Forsell; Anup Gampa; Emma Heikensten; Lily Hummer; Taisuke Imai; Siri Isaksson; Dylan Manfredi; Julia Rose; Eric‐Jan Wagenmakers; Hang Wu,2018,Nature Human Behaviour,String C
576,Non-uniform refinement: adaptive regularization improves single-particle cryo-EM reconstruction,Ali Punjani; Haowei Zhang; David J. Fleet,2020,Nature Methods,String C
577,A novel machine learning-based screening identifies statins as inhibitors of the calcium pump SERCA,Carlos Cruz‐Cortés; M. Andrés Velasco-Saavedra; Eli Fernández‐de Gortari; Guadalupe Guerrero‐Serna; Rodrigo Aguayo‐Ortiz; L. Michel Espinoza‐Fonseca,2023,Journal of Biological Chemistry,String C
578,Radiomics analysis in medical imaging research,Mahmoud Elmahdy; Ronnie Sebro,2023,Journal of Medical Radiation Sciences,String C
579,The Amyloid-β Pathway in Alzheimer’s Disease,Harald Hampel; John Hardy; Kaj Blennow; Christopher Chen; George Perry; Seung Hyun Kim; Victor L. Villemagne; Paul Aisen; Michele Vendruscolo; Takeshi Iwatsubo; Colin L. Masters; Min Cho; Lars Lannfelt; Jeffrey L. Cummings; Andrea Vergallo,2021,Molecular Psychiatry,String C
580,Predicting Loss-of-Function Impact of Genetic Mutations: A Machine Learning Approach,Arshmeet Kaur; Morteza Sarmadi,2024,Advances in Artificial Intelligence and Machine Learning,String C
581,Discovering biomarkers associated and predicting cardiovascular disease with high accuracy using a novel nexus of machine learning techniques for precision medicine,William DeGroat; Habiba Abdelhalim; Kush Patel; Dinesh Mendhe; Saman Zeeshan; Zeeshan Ahmed,2024,Scientific Reports,String C
582,"Hyperparameter optimization: Foundations, algorithms, best practices, and open challenges",Bernd Bischl; Martin Binder; Michel Lang; Tobias Pielok; Jakob Richter; Stefan Coors; Janek Thomas; Theresa Ullmann; Marc Becker; Anne‐Laure Boulesteix; Difan Deng; Marius Lindauer,2023,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,String C
583,Microvesicle Proteomic Profiling of Uterine Liquid Biopsy for Ovarian Cancer Early Detection,Georgina D. Barnabas; Keren Bahar‐Shany; Stav Sapoznik; Limor Helpman; Yfat Kadan; Mario Beiner; Omer Weitzner; Nissim Arbib; Jacob Korach; Tamar Perri; Guy Katz; Anna Blecher; Benny Brandt; Eitan Friedman; David Stockheim; Ariella Jakobson‐Setton; Ram Eitan; Shunit Armon; Hadar Brand; Oranit Zadok; Sarit Aviel‐Ronen; Michal Harel; Tamar Geiger; Keren Levanon,2019,Molecular & Cellular Proteomics,String C
584,Multi‐Omics Factor Analysis—a framework for unsupervised integration of multi‐omics data sets,Ricard Argelaguet; Britta Velten; Damien Arnol; Sascha Dietrich; Thorsten Zenz; John C. Marioni; Florian Buettner; Wolfgang Huber; Oliver Stegle,2018,Molecular Systems Biology,String C
585,Lung adenocarcinoma promotion by air pollutants,William Hill; Emilia L. Lim; Clare E. Weeden; Claudia Lee; Marcellus Augustine; Kezhong Chen; Feng‐Che Kuan; Fabio Marongiu; Edward J. Evans; David A. Moore; Felipe Silva Rodrigues; Oriol Pich; Björn Bakker; Hongui Cha; Renelle Myers; Febe van Maldegem; Jesse Boumelha; Selvaraju Veeriah; Andrew Rowan; Cristina Naceur‐Lombardelli; Takahiro Karasaki; Monica Sivakumar; Swapnanil De; Deborah R. Caswell; A. Nagano; James R. Black; Carlos Martínez‐Ruiz; Min Hyung Ryu; Ryan D. Huff; Shijia Li; Marie-Julie Favé; Alastair Magness; Alejandro Suárez‐Bonnet; Simon L. Priestnall; Margreet Lüchtenborg; Katrina Lavelle; Joanna Pethick; Steven J. Hardy; Fiona E. McRonald; Meng‐Hung Lin; Clara I. Troccoli; Moumita Ghosh; York E. Miller; Daniel T. Merrick; Robert L. Keith; Maise Al Bakir; Chris Bailey; Mark S. Hill; Lao H. Saal; Yilun Chen; Anthony M. George; Christopher Abbosh; Nnennaya Kanu; Se‐Hoon Lee; Nicholas McGranahan; Christine D. Berg; Peter Sasieni; Richard S. Houlston; Clare Turnbull; Stephen Lam; Philip Awadalla; Eva Grönroos; Julian Downward; Tyler Jacks; Christopher Carlsten; Ilaria Malanchi; Allan Hackshaw; Kevin Litchfield; J.F. Lester; Amrita Bajaj; Apostolos Nakas; Azmina Sodha-Ramdeen; Keng Ang; Mohamad Tufail; Mohammed Fiyaz Chowdhry; Molly Scotland; Rebecca Boyles; Sridhar Rathinam; Claire Wilson; Domenic Marrone; Sean Dulloo; Dean A. Fennell; Gurdeep Matharu; Jacqui Shaw; Joan Riley; Lindsay Primrose; Ekaterini Boleti; Heather Cheyne; Mohammed S. Khalil; Shirley Richardson; Tracey Cruickshank; Gillian Price; Keith M. Kerr; Sarah Benafif; Kayleigh Gilbert; Babu Naidu; Akshay J. Patel; Aya Osman; Christer Lacson; Gerald Langman,2023,Nature,String C
586,Kinase drug discovery 20 years after imatinib: progress and future directions,Philip Cohen; Darren A.E. Cross; Pasi A. Jänne,2021,Nature Reviews Drug Discovery,String C
587,Noisy intermediate-scale quantum algorithms,Kishor Bharti; Alba Cervera-Lierta; Thi Ha Kyaw; Tobias Haug; Sumner Alperin-Lea; Abhinav Anand; Matthias Degroote; Hermanni Heimonen; Jakob S. Kottmann; Tim Menke; Wai‐Keong Mok; Sukin Sim; L. C. Kwek; Alán Aspuru‐Guzik,2022,Reviews of Modern Physics,String C
588,A Comprehensive Review on NSGA-II for Multi-Objective Combinatorial Optimization Problems,Shanu Verma; Millie Pant; Václav Snåšel,2021,IEEE Access,String C
589,Parkinson disease-associated cognitive impairment,Dag Aarsland; Lucia Batzu; Glenda M. Halliday; Gert J. Geurtsen; Clive Ballard; К. Ray Chaudhuri; Daniel Weintraub,2021,Nature Reviews Disease Primers,String C
590,A machine learning-based predictive model for multilobar pulmonary consolidation induced by macrolide-resistant <i>Mycoplasma pneumoniae</i> pneumonia caused by the 23S rRNA A2063G mutation,Guo Yan; Yonghan Luo,2025,Microbiology Spectrum,String C
591,"A genomic mutational constraint map using variation in 76,156 human genomes",Siwei Chen; Laurent C. Francioli; Julia K. Goodrich; Ryan L. Collins; Masahiro Kanai; Qingbo S. Wang; Jessica Alföldi; Nicholas A. Watts; Christopher Vittal; Laura D. Gauthier; Timothy Poterba; Michael W. Wilson; Yekaterina Tarasova; William Phu; Riley Grant; Mary T. Yohannes; Zan Koenig; Yossi Farjoun; Eric Banks; Stacey Donnelly; Stacey Gabriel; Namrata Gupta; Steven Ferriera; Charlotte Tolonen; Sam Novod; Louis Bergelson; David Roazen; Valentín Ruano-Rubio; Miguel Covarrubias; Christopher Llanwarne; Nikelle Petrillo; Gordon Wade; Thibault Jeandet; Ruchi Munshi; Kathleen Tibbetts; María T. Abreu; Carlos A. Aguilar‐Salinas; Tariq Ahmad; Christine M. Albert; Diego Ardissino; Irina M. Armean; Elizabeth G. Atkinson; Gil Atzmon; John Barnard; Samantha Baxter; Laurent Beaugerie; Emelia J. Benjamin; David Benjamin; Michael Boehnke; Lori L. Bonnycastle; Erwin P. Böttinger; Donald W. Bowden; Matthew J. Bown; Harrison Brand; Steven R. Brant; Ted Brookings; Sam Bryant; Sarah E. Calvo; Hannia Campos; John C. Chambers; Juliana C.N. Chan; Katherine R. Chao; Sinéad B. Chapman; Daniel I. Chasman; Rex L. Chisholm; Judy H. Cho; Rajiv Chowdhury; Mina K. Chung; Wendy K. Chung; Kristian Cibulskis; Bruce M. Cohen; Kristen M. Connolly; Adolfo Correa; Beryl B. Cummings; Dana Dabelea; John Danesh; Dawood Darbar; Phil Darnowsky; Joshua C. Denny; Ravindranath Duggirala; Josée Dupuis; Patrick T. Ellinor; Roberto Elosúa; James Emery; Eleina England; Jeanette Erdmann; Tõnu Esko; Emily Evangelista; Diane Fatkin; José C. Florez; André Franke; Jack Fu; Martti Färkkilâ; Kiran Garimella; Jeff Gentry; Gad Getz; David C. Glahn; Benjamin Gläser; Stephen J. Glatt; David B. Goldstein,2023,Nature,String C
592,Commentary: Immune cell infiltration and prognostic index in cervical cancer: insights from metabolism-related differential genes,Fangshi Xu; Jiawei Lai,2024,Frontiers in Immunology,String C
593,A Review of Feature Selection Methods for Machine Learning-Based Disease Risk Prediction,Nicholas Pudjihartono; Tayaza Fadason; Andreas W. Kempa-Liehr; Justin M. O’Sullivan,2022,Frontiers in Bioinformatics,String C
594,<scp>eD</scp>octor: machine learning and the future of medicine,Guy Handelman; Hong Kuan Kok; Ronil V. Chandra; Amir H. Razavi; M. J. Lee; Hamed Asadi,2018,Journal of Internal Medicine,String C
595,The KEAP1-NRF2 System: a Thiol-Based Sensor-Effector Apparatus for Maintaining Redox Homeostasis,Masayuki Yamamoto; Thomas W. Kensler; Hozumi Motohashi,2018,Physiological Reviews,String C
596,Using machine learning approaches for multi-omics data analysis: A review,Parminder Singh Reel; Smarti Reel; Ewan R. Pearson; Emanuele Trucco; Emily Jefferson,2021,Biotechnology Advances,String C
597,ESHRE guideline: endometriosis,Christian M. Becker; Attila Bokor; Oskari Heikinheimo; Andrew W. Horne; Femke Jansen; Ludwig Kiesel; Kathleen King; Marina Kvaskoff; Annemiek Nap; Katrine Petersen; Ertan Sarıdoğan; Carla Tomassetti; Nehalennia van Hanegem; Nicolas Vulliemoz; Nathalie Vermeulen; ESHRE Endometriosis Guideline Group; Signe Altmäe; Barış Ata; Elizabeth Ball; Fabio Barra; Ercan Baştu; Alexandra Bianco-Anil; Ulla Breth Knudsen; Réka Brubel; Julia Cambitzi; Astrid EP Cantineau; Ying Cheong; Angelos Daniilidis; B. De Bie; C. Exacoustós; Simone Ferrero; Tarek A. Gelbaya; Josepha Goetz-Collinet; Gernot Hudelist; Munawar Hussain; Tereza Indrielle-Kelly; Shaheen Khazali; Sujata Lalit Kumar; Umberto Leone Roberti Maggiore; Jacques W.M. Maas; Helen McLaughlin; José Metello; Velja Mijatovic; Y Miremadi; Charles Muteshi; Michelle Nisolle; Engin Oral; George Pados; Dana Parades; Nicola Pluchino; Prasanna Raj Supramaniam; Maren Schick; Beata Seeber; Renato Seracchioli; Antonio Simone Laganà; A. Stavroulis; Linda Tebache; Gürkan Uncu; Uschi Van den Broeck; Arno van Peperstraten; Attila Vereczkey; Albert Wolthuis; Pınar Yalçın Bahat; Chadi Yazbeck,2022,Human Reproduction Open,String C
598,"Deep learning modelling techniques: current progress, applications, advantages, and challenges",Shams Forruque Ahmed; Md. Sakib Bin Alam; Maruf Hassan; Mahtabin Rodela Rozbu; Taoseef Ishtiak; Nazifa Rafa; M. Mofijur; A. B. M. Shawkat Ali; Amir H. Gandomi,2023,Artificial Intelligence Review,String C
599,Tumor-infiltrating lymphocytes in the immunotherapy era,Sterre T. Paijens; Annegé Vledder; Marco de Bruyn; Hans W. Nijman,2020,Cellular and Molecular Immunology,String C
600,Deep learning-enabled medical computer vision,Andre Esteva; Katherine Chou; Serena Yeung; Nikhil Naik; Ali Madani; Ali Mottaghi; Yun Liu; Eric J. Topol; Jeff Dean; Richard Socher,2021,npj Digital Medicine,String C
601,Accurate Prediction of Gene Mutations with Flow Cytometry Immune-Phenotyping By Machine Learning Algorithm,Bor‐Sheng Ko; Yu‐Fen Wang; Jeng-Lin Li; Hsin‐An Hou; Wen‐Chien Chou; Hwei‐Fang Tien; Ting‐Yu Chang; Chi-Chun Lee,2020,Blood,String C
602,<scp>DynaMut2</scp>: Assessing changes in stability and flexibility upon single and multiple point missense mutations,Carlos H. M. Rodrigues; Douglas E. V. Pires; David B. Ascher,2020,Protein Science,String C
603,Network-based prediction of drug combinations,Feixiong Cheng; I. Kovács; Albert-Ĺaszló Barabási,2019,Nature Communications,String C
604,Sensitive tumour detection and classification using plasma cell-free DNA methylomes,Shu Yi Shen; Rajat Singhania; Gordon Fehringer; Ankur Chakravarthy; Michael H. A. Roehrl; Dianne Chadwick; Philip C. Zuzarte; Ayelet Borgida; Ting Ting Wang; Tiantian Li; Olena Kis; Zhen Zhao; Anna Spreafico; Tiago da Silva Medina; Yadon Wang; David Roulois; Ilias Ettayebi; Zhuo Chen; Signy Chow; Tracy Murphy; Andrea Arruda; Grainne M. O’Kane; Jessica Liu; Mark Mansour; John D. McPherson; Catherine O′Brien; Natasha B. Leighl; Philippe L. Bédard; Neil Fleshner; Geoffrey Liu; Mark D. Minden; Steven Gallinger; Anna Goldenberg; Trevor J. Pugh; Michael M. Hoffman; Scott V. Bratman; Rayjean J. Hung; Daniel D. De Carvalho,2018,Nature,String C
605,Med-BERT: pretrained contextualized embeddings on large-scale structured electronic health records for disease prediction,Laila Rasmy; Yang Xiang; Ziqian Xie; Cui Tao; Degui Zhi,2021,npj Digital Medicine,String C
606,Evaluating Protein Transfer Learning with TAPE,Roshan Rao; Nicholas Bhattacharya; Neil Thomas; Yan Duan; Xi Chen; John Canny; Pieter Abbeel; Yun S. Song,2019,bioRxiv (Cold Spring Harbor Laboratory),String C
607,Dissecting cell identity via network inference and in silico gene perturbation,Kenji Kamimoto; Blerta Stringa; Christy M. Hoffmann; Kunal Jindal; Lilianna Solnica‐Krezel; Samantha A. Morris,2023,Nature,String C
608,GNINA 1.0: molecular docking with deep learning,Andrew T. McNutt; Paul Francoeur; Rishal Aggarwal; Tomohide Masuda; Rocco Meli; Matthew Ragoza; Jocelyn Sunseri; David Ryan Koes,2021,Journal of Cheminformatics,String C
609,"Exome sequencing and analysis of 454,787 UK Biobank participants",Joshua Backman; Alexander Li; Anthony Marcketta; Dylan Sun; Joelle Mbatchou; Michael D. Kessler; Christian Benner; Daren Liu; Adam E. Locke; Suganthi Balasubramanian; Ashish Yadav; Nilanjana Banerjee; Christopher E. Gillies; Amy Damask; Simon Liu; Xiaodong Bai; Alicia Hawes; Evan K. Maxwell; Lauren Gurski; Kyoko Watanabe; Jack A. Kosmicki; Veera M. Rajagopal; Jason Mighty; DiscovEHR; Marcus B. Jones; Lyndon J. Mitnaul; Eli A. Stahl; Giovanni Coppola; Eric Jorgenson; Lukas Habegger; William Salerno; Alan R. Shuldiner; Luca A. Lotta; John D. Overton; Michael Cantor; Jeffrey G. Reid; George D. Yancopoulos; Hyun Min Kang; Jonathan Marchini; Aris Baras; Gonçalo R. Abecasis; Manuel A. R. Ferreira,2021,Nature,String C
610,Identifying Missing Biosynthesis Enzymes of Plant Natural Products,Thomas Dugé de Bernonville; Nicolas Papon; Marc Clastre; Sarah E. O’Connor; Vincent Courdavault,2020,Trends in Pharmacological Sciences,String C
611,Development of PD-1 and PD-L1 inhibitors as a form of cancer immunotherapy: a comprehensive review of registration trials and future considerations,Jun Gong; Alex Chehrazi‐Raffle; Srikanth Reddi; Ravi Salgia,2018,Journal for ImmunoTherapy of Cancer,String C
612,Machine learning using intrinsic genomic signatures for rapid classification of novel pathogens: COVID-19 case study,Gurjit S. Randhawa; Maximillian P. M. Soltysiak; Hadi El Roz; Camila P. E. de Souza; Kathleen A. Hill; Lila Kari,2020,PLoS ONE,String C
613,CADD-Splice—improving genome-wide variant effect prediction using deep learning-derived splice scores,Philipp Rentzsch; Max Schubach; Jay Shendure; Martin Kircher,2021,Genome Medicine,String C
614,Transfer learning for medical image classification: a literature review,Kim Eun Hee; Alejandro Cosa‐Linan; Nandhini Santhanam; Mahboubeh Jannesari; Máté E. Maros; Thomas Ganslandt,2022,BMC Medical Imaging,String C
615,"Deep learning in cancer diagnosis, prognosis and treatment selection",Khoa Tran; Olga Kondrashova; Andrew P. Bradley; Elizabeth D. Williams; John V. Pearson; Nicola Waddell,2021,Genome Medicine,String C
616,Recon3D enables a three-dimensional view of gene variation in human metabolism,Elizabeth Brunk; Swagatika Sahoo; Daniel C. Zielinski; Ali Altunkaya; Andreas Dräger; Nathan Mih; Francesco Gatto; Avlant Nilsson; German Preciat; Maike K. Aurich; Andreas Prlić; Anand V. Sastry; Anna Dröfn Daníelsdóttir; Almut Heinken; Alberto Noronha; Peter W. Rose; S.K. Burley; Ronan M. T. Fleming; Jens Nielsen; Ines Thiele; Bernhard Ø. Palsson,2018,Nature Biotechnology,String C
617,Best practices for single-cell analysis across modalities,Lukas Heumos; Anna C. Schaar; Christopher Lance; Anastasia Litinetskaya; Felix Drost; Luke Zappia; Malte Lücken; Daniel Strobl; Juan Henao; Fabiola Curion; Hananeh Aliee; Meshal Ansari; Pau Badia-i-Mompel; Maren Büttner; Emma Dann; Daniel Dimitrov; Leander Dony; Amit Frishberg; Dongze He; Soroor Hediyeh-zadeh; Leon Hetzel; Ignacio L. Ibarra; Matthew G. Jones; Mohammad Lotfollahi; Laura D. Martens; Christian L. Müller; Mor Nitzan; Johannes Ostner; Giovanni Palla; Rob Patro; Zoe Piran; Ciro Ramírez-Suástegui; Julio Sáez-Rodríguez; Hirak Sarkar; Benjamin Schubert; Lisa Sikkema; Avi Srivastava; Jovan Tanevski; Isaac Virshup; Philipp Weiler; Herbert B. Schiller; Fabian J. Theis,2023,Nature Reviews Genetics,String C
618,A whole-slide foundation model for digital pathology from real-world data,Hanwen Xu; Naoto Usuyama; Jaspreet Bagga; Sheng Zhang; Rajesh C. Rao; Tristan Naumann; Cliff Wong; Zelalem Gero; Javier González; 裕二 池谷; Yanbo Xu; Mu Wei; Wenhui Wang; Shuming Ma; Furu Wei; Jianwei Yang; Chunyuan Li; Jianfeng Gao; Jaylen Rosemon; Tucker C. Bower; Soohee Lee; Roshanthi Weerasinghe; Bill Wright; Ari Robicsek; Brian Piening; Carlo Bifulco; Sheng Wang; Hoifung Poon,2024,Nature,String C
619,Neural Architecture Search,Thomas Elsken; Jan Hendrik Metzen; Frank Hutter,2019,The Springer series on challenges in machine learning,String C
620,Artificial intelligence in supply chain management: A systematic literature review,Reza Toorajipour; Vahid Sohrabpour; Ali Nazarpour; Pejvak Oghazi; Maria Fischl,2020,Journal of Business Research,String C
621,Epidemiology and surveillance for hepatocellular carcinoma: New trends,Amit G. Singal; Pietro Lampertico; Pierre Nahon,2020,Journal of Hepatology,String C
622,Microbiota in health and diseases,Kejun Hou; Zhuo‐Xun Wu; Xuan-Yu Chen; Jing‐Quan Wang; Dongya Zhang; Chuanxing Xiao; Dan Zhu; Jagadish Koya; Liuya Wei; Jilin Li; Zhe‐Sheng Chen,2022,Signal Transduction and Targeted Therapy,String C
623,2022 ACC/AHA Guideline for the Diagnosis and Management of Aortic Disease: A Report of the American Heart Association/American College of Cardiology Joint Committee on Clinical Practice Guidelines,Eric M. Isselbacher; Ourania Preventza; James H. Black; John Augoustides; Adam W. Beck; Michael A. Bolen; Alan C. Braverman; Bruce E. Bray; Maya M. Brown-Zimmerman; Edward P. Chen; Tyrone J. Collins; Abe DeAnda; Christina Fanola; Leonard N. Girardi; Caitlin W. Hicks; Dawn S. Hui; W. Schuyler Jones; Vidyasagar Kalahasti; Karen M. Kim; Dianna M. Milewicz; Gustavo S. Oderich; Laura Ogbechie; Susan B. Promes; Elsie Ross; Marc L. Schermerhorn; Sabrina Times; Elaine E. Tseng; Grace J. Wang; Young Woo; David P. Faxon; Gilbert R. Upchurch; Aaron W. Aday; Ali Azizzadeh; Michael L. Boisen; Beau Hawkins; Christopher M. Kramer; Jessica G.Y. Luc; Thomas E. MacGillivray; S. Chris Malaisrie; Kathryn Osteen; Himanshu J. Patel; Parag J. Patel; Wanda M. Popescu; Evelio Rodríguez; Rebecca Sorber; Philip S. Tsao; Annabelle Santos Volgman,2022,Circulation,String C
624,Evolutionary algorithms and their applications to engineering problems,Adam Słowik; Halina Kwaśnicka,2020,Neural Computing and Applications,String C
625,"A Review of Deep Learning in Medical Imaging: Imaging Traits, Technology Trends, Case Studies With Progress Highlights, and Future Promises",S. Kevin Zhou; Hayit Greenspan; Christos Davatzikos; James S. Duncan; Bram Van Ginneken; Anant Madabhushi; Jerry L. Prince; Daniel Rueckert; Ronald M. Summers,2021,Proceedings of the IEEE,String C
626,2023 Alzheimer's disease facts and figures,V Villemagne; S Burnham; P Bourgeat; E Reiman; Y Quiroz; A Fleisher; C Jack; V Lowe; S Weigand; R Bateman; C Xiong; T Benzinger; B Gordon; T Blazey; Y Su; H Braak; D Thal; E Ghebremedhin; Del Tredici; K; Y Quiroz; H Zetterberg; E Reiman; N Barthelemy; N Joseph-Mathurin; B Gordon; R Byard; Nei Langlois; S Tom; R Hubbard; P Crane; M Ganguli; H Dodge; C Shen; R Pandav; S Dekosky; S Waring; R Doody; V Pavlik; P Massman; Chan; R Brookmeyer; M Corrada; F Curriero; C Kawas; E Larson; M Shadlen; L Wang; E Helzner; N Scarmeas; S Cosentino; M Tang; N Schupf; Y Stern; J Xie; C Brayne; F Matthews; H Brodaty; K Seeher; L Gibson; S Todd; S Barr; M Roberts; A Passmore; C Sato; N Barthelemy; K Mawuenyega; B Hanseeuw; R Betensky; Hil Jacobs; A Kapasi; C Decarli; J Schneider; W Brenowitz; R Hubbard; C Keene; D Hogan; N Jette; K Fiest; C Amador-Ortiz; Z Ahmed; C Zehr; D Dickson; Jpm Kane; A Surendranathan; A Bentley; J De Reuck; C Maurage; V Deramecourt; B James; D Bennett; P Boyle; S Leurgans; J Schneider; I Stojkovska; D Krainc; J Mazzulli; D Aarsland; J Zaccai; C Brayne,2023,Alzheimer s & Dementia,String C
627,Explainable Machine Learning for Scientific Insights and Discoveries,Ribana Roscher; Bastian Bohn; Marco F. Duarte; Jochen Garcke,2020,IEEE Access,String C
